SetNumber,PartID,Quantity,Colour,Category,DesignID,PartName,ImageURL,SetCount
"75094-1",245001,2,"White","System",2450,"Corner Plate  45 Deg. 3X3","http://cache.lego.com/media/bricks/5/2/245001.jpg",59
"75094-1",245401,1,"White","System",2454,"Brick 1X2X5","http://cache.lego.com/media/bricks/5/2/245401.jpg",124
"75094-1",300401,7,"White","System",3004,"Brick 1X2","http://cache.lego.com/media/bricks/5/2/300401.jpg",823
"75094-1",300901,5,"White","System",3009,"Brick 1X6","http://cache.lego.com/media/bricks/5/2/300901.jpg",451
"75094-1",301001,3,"White","System",3010,"Brick 1X4","http://cache.lego.com/media/bricks/5/2/301001.jpg",622
"75094-1",302101,15,"White","System",3021,"Plate 2X3","http://cache.lego.com/media/bricks/5/2/302101.jpg",476
"75094-1",302201,8,"White","System",3022,"Plate 2X2","http://cache.lego.com/media/bricks/5/2/302201.jpg",606
"75094-1",302301,14,"White","System",3023,"Plate 1X2","http://cache.lego.com/media/bricks/5/2/302301.jpg",856
"75094-1",302401,5,"White","System",3024,"Plate 1X1","http://cache.lego.com/media/bricks/5/2/302401.jpg",405
"75094-1",303201,1,"White","System",3032,"Plate 4X6","http://cache.lego.com/media/bricks/5/2/303201.jpg",159
"75094-1",306901,6,"White","System",3069,"Flat Tile 1X2","http://cache.lego.com/media/bricks/5/2/306901.jpg",576
"75094-1",346001,7,"White","System",3460,"Plate 1X8","http://cache.lego.com/media/bricks/5/2/346001.jpg",292
"75094-1",362301,8,"White","System",3623,"Plate 1X3","http://cache.lego.com/media/bricks/5/2/362301.jpg",328
"75094-1",366501,6,"White","System",3665,"Roof Tile 1X2 Inv.","http://cache.lego.com/media/bricks/5/2/366501.jpg",268
"75094-1",366601,8,"White","System",3666,"Plate 1X6","http://cache.lego.com/media/bricks/5/2/366601.jpg",419
"75094-1",371001,12,"White","System",3710,"Plate 1X4","http://cache.lego.com/media/bricks/5/2/371001.jpg",716
"75094-1",379501,2,"White","System",3795,"Plate 2X6","http://cache.lego.com/media/bricks/5/2/379501.jpg",444
"75094-1",383201,2,"White","System",3832,"Plate 2X10","http://cache.lego.com/media/bricks/5/2/383201.jpg",136
"75094-1",416201,14,"White","System",4162,"Flat Tile 1X8","http://cache.lego.com/media/bricks/5/2/416201.jpg",178
"75094-1",428601,2,"White","System",4286,"Roof Tile 1X3/25°","http://cache.lego.com/media/bricks/5/2/428601.jpg",166
