SetNumber,PartID,Quantity,Colour,Category,DesignID,PartName,ImageURL,SetCount
"75095-1",4598526,1,"Medium Stone Grey","System",92280,"Plate 1X2 W. Vertical Grip","http://cache.lego.com/media/bricks/5/2/4598526.jpg",246
"75095-1",4599498,8,"Medium Stone Grey","System",92593,"Plate 1X4 W. 2 Knobs","http://cache.lego.com/media/bricks/5/2/4599498.jpg",113
"75095-1",4618874,4,"Medium Stone Grey","System",92950,"Brick 1X6 W/Inside Bow","http://cache.lego.com/media/bricks/5/2/4618874.jpg",43
"75095-1",4644102,1,"Medium Stone Grey","System",98397,"Handlebar W/3.2 Shaft/Bar Ends","http://cache.lego.com/media/bricks/5/2/4644102.jpg",57
"75095-1",4650260,2,"Medium Stone Grey","System",98138,"Flat Tile 1X1, Round","http://cache.lego.com/media/bricks/5/2/4650260.jpg",184
"75095-1",4654580,8,"Medium Stone Grey","System",99207,"Angular Plate 1.5 Bot. 1X2 2/2","http://cache.lego.com/media/bricks/5/2/4654580.jpg",288
"75095-1",4654582,6,"Medium Stone Grey","System",99781,"Angular Plate 1,5 Top 1X2 1/2","http://cache.lego.com/media/bricks/5/2/4654582.jpg",256
"75095-1",4666449,1,"Medium Stone Grey","System",92582,"Plate 2X2 W. Stump/Top","http://cache.lego.com/media/bricks/5/2/4666449.jpg",66
"75095-1",6014615,4,"Medium Stone Grey","System",10201,"Angle Plate 1X2/1X4","http://cache.lego.com/media/bricks/5/2/6014615.jpg",222
"75095-1",6028015,1,"Medium Stone Grey","System",11833,"Plate Round 4X4 With Ø16Mm Hole","http://cache.lego.com/media/bricks/5/2/6028015.jpg",30
"75095-1",6028812,1,"Medium Stone Grey","System",11476,"Plate 1X2 W. 1 Horizontal Snap","http://cache.lego.com/media/bricks/5/2/6028812.jpg",192
"75095-1",6028813,8,"Medium Stone Grey","System",11477,"Plate W. Bow 1X2X2/3","http://cache.lego.com/media/bricks/5/2/6028813.jpg",98
"75095-1",6034676,4,"Medium Stone Grey","System",13548,"Roof Tile 2X2X1 45 Degr. - Bot. 45 Degr.","http://cache.lego.com/media/bricks/5/2/6034676.jpg",19
"75095-1",6065824,6,"Medium Stone Grey","System",14719,"Flat Tile Corner 1X2X2","http://cache.lego.com/media/bricks/5/2/6065824.jpg",46
"75095-1",6066097,34,"Medium Stone Grey","System",15573,"Plate 1X2 W. 1 Knob","http://cache.lego.com/media/bricks/5/2/6066097.jpg",420
"75095-1",6071229,2,"Medium Stone Grey","System",15712,"Plate 1X1 W. Up Right Holder","http://cache.lego.com/media/bricks/5/2/6071229.jpg",107
"75095-1",6071299,4,"Medium Stone Grey","System",15207,"Wall Element 1X4X1 Abs","http://cache.lego.com/media/bricks/5/2/6071299.jpg",51
